raw_text,cleaned_words
2. 특히 주 캐릭터는 헤어스타일이나 서사나 엘사 느낌 나는데 시작하고 20분 만에 비밀 밝혀지는 엘사와는 달리 촌스럽게 러닝타임 내내 전전긍긍하다가 끝나기 20분 전에야 비밀이 밝혀지는데,캐릭터 헤어스타일 서사 엘사 시작 비밀 엘사 달리 러닝 타임 내내 전전긍긍 비밀
오글거리고 유치한 줄거리..근데 조이는 이쁘다야..,유치하다 줄거리 이쁘다
사자보이즈한테 감긴 것 같아서 자존심 개상함 마이리틀소다팝...,사자 보이즈 자존심 마이 리틀
유치하지만 저승돌이랑 호랑이를 맛깔나게 낋여준걸요,유치하다 저승 돌이 호랑이 맛깔나다 준걸
"넷플에서 뭐볼것없나 둘러보다 제목만 보고 '뭐야이 짜치는 시대에 편승한 나라 똥칠할 작품은? ' 이라는 생각으로 잠깐 눌러보고 욕이나 할 심산으로 시작했다가 정말 많은 생각을 하게된 작품. 한국이 가진 고유한 문화를 새로운 세대들에게 너무나도 설득력있고 멋지게 전달할 작품이라는 생각. 아트웍,캐릭터들,음악 동작하나하나 그들의 관찰력과 표현력에 끝없이 한국이라는 나라 출신이라는 자긍심이 그저 가벼운 애니메이션에서 끝없이 뭍어나왔다. 3D애니메이터로 10년... 그리고 업계를 떠난지도 10년... 개인적으로는 정말 뭔가 많은 생각이 들게하는 찬란한 작품.",넷플 제목 보고 시대 편승 나라 칠하다 잠깐 보고 심산 시작 한국 고유 문화 새롭다 세대 설득 멋지다 전달 아트웍 캐릭터 음악 하나 관찰 표현 한국 나라 출신 자긍심 가볍다 애니메이션 애니메이터 업계 개인 뭔가 찬란하다
"우선 영화적인 측면에서 보자. 고증은 잘 지켰다. 하지만 고증이 잘 지켜졌다고 그게 명작인 것은 절대 아니다. 고증은 영화의 기본인 거다. 어느 역사 영화든지, 원작 소설 리메이크 영화든지 사실은 지켜지는 것을 베이스로 깔고 있어야 한다(고증을 의도적으로 버리고 재미와 자신이 하고자 하는 메세지를 챙긴 것은 예외다.ex 바스터즈, 설국열차). 문제는 스토리다. 홍보용 영화라고 스토리가 안 지켜지는 것은 가장 큰 문제다. 너무나도 전형적이고 유치해 보이는 애니메이션이다. 그런 고질적인 클리셰를 따르고 문화에 대한 홍보를 얻으려 했다면 의도대로는 된 셈이다. 문제는 이것이 영화라는 것이다. 대중영화이든 예술영화이든 영화는 절대 단순한 홍보의 수단으로 쓰여지면 안 된다. 다른 홍보용 영화를 예시로 레고 무비를 보자. 레고의 고증뿐만 아니라 레고가 담고 있는 철학까지 모두 사로잡았다. 물론 케데현도 결점을 당당하게 여기자는 주제를 담고 있기는 하다. 하지만 그 주제의 알갱이는 너무 작다. 그것을 메인이라고 하기에는 한국이라는 컨셉이 과도하게 넘쳐흐른다. 한국을 알리고자 하는 영화의 의도는 충분히 이해한다. 하지만 왜 이 영화가 꼭 만들어져야 했는지가 의문이다. kpop 문화는 이미 bts랑 블랙핑크로 전에 한참 유행이였다. tv를 틀면 한국 음식을 먹는 외국인들도 쉽게 접할 수가 있다. 관광명소를 소개하기에는 이미 많은 외국인들이 경복궁에 온다.",우선 측면 고증 고증 그게 명작 절대 고증 기본 역사 원작 소설 리메이크 사실 베이스 고증 의도 재미 자신 메세지 예외 바스터즈 설국열차 문제 스토리 홍보 스토리 가장 문제 전형 유치하다 애니메이션 고질 클리셰 문화 대한 홍보 의도 문제 대중 예술 절대 단순하다 홍보 수단 다른 홍보 예시 레고 무비 레고 고증 레고 철학 모두 케데현 결점 당당하다 주제 주제 알갱이 작다 그것 메인 한국 컨셉 과도 넘치다 한국 의도 충분하다 이해 의문 문화 블랙 핑크 한참 유행 한국 음식 외국인 수가 관광명소 소개 외국인 경복궁
"유치함과 오글거림을 뛰어넘는 막강한 기획과 OST의 힘! 내면 그대로 살아가는 건 가장 힘들지만, 결국 그것이 바른 길. 한류가 선도하는 시대의 꼭대기에서 표현하기 어려운 뭉클함이 밀려오네.",유치하다 막강 기획 내면 그대로 가장 힘들다 그것 한류 선도 시대 꼭대기 표현 어렵다 뭉클하다
그럴듯하게 묘사하는 것이 아니라 작정하고서 한국적인 이야기를 펼쳐내니 되려 세계적인 화제를 불러일으킨 것 같아 응원하는 마음도 생겨난다.,그럴듯하다 묘사 작정 한국 이야기 세계 화제 응원 마음
좀 더 메타적으로는 경제적 상업적 도약을 위해 아픈 역사를 잠시 잊어야만 했던 대한민국 현대사 자체에 관한 은유처럼 보이기도 합니다 국가가 직면한 실존적 위기가 너무나 시급하여 모든 부조리와 병폐들을 일단 잊어야만 했던 순간들이 '한'이라는 가장 한국적인 정서로 치환되어 영화 속에 투영되어 있습니다.,메타 경제 상업 도약 위해 아프다 역사 잠시 대한민국 대사 자체 은유 국가 직면 실존 위기 시급하다 모든 부조리 병폐 일단 순간 가장 한국 정서 치환 투영
온갖 에니와 온갖 케이팝 가수들의 짬뽕이지만 은근 중독성 있네 ㅋㅋ,온갖 온갖 가수 짬뽕 은근 중독
80분짜리 쉽고 빠른 팝콘 애니메이션,빠르다 팝콘 애니메이션
K붙이고 장사하믄 다 좋나?라고 아니꼽게 보던 시선이 무안하게 되는 맛깔난 퀄리티,붙이 장사 아니꼽다 시선 무안하다 맛깔나다 퀄리티
헌트릭스 캐릭터들이 다 매력적.,트릭 캐릭터 매력
- 뭐 이딴 네오 펑키 혼혈 잡종 병맛 국뽕이 다 있냐 (근데 다른 나라 언어권이 말아주는;),네오 펑키 혼혈 잡종 병맛 국뽕 다른 나라 언어권
'한국적'과 '창의적'의 폭발적인 시너지.,한국 창의 폭발 시너지
외국인이 좋아하는 한국적 요소는 다 있는데 그게 기분나쁘진 않고 어이없게 웃김,외국인 좋아하다 한국 요소 그게 기분 나쁘다 어이없다
혼문이 되어버린 K-컬처가 전 세계에 퍼지고 있다. 이건 자뻑이 아니라구!,혼문 컬처 세계 이건 자뻑
12년 전 엘사한테 느꼈던 웅장함이 다시 찾아왔다 그래도 유치한 건 어쩔 수 없다...,엘사 웅장 다시 유치하다
"생생한 에너지와 컬러로 가득한 케이팝의 매력, 다소 평면적인 서사에도 불구하고 한국 문화를 충실히 구현하고 수준급 음악적 완성도까지 두루 갖춘 어반 판타지.",생생하다 에너지 컬러 가득하다 매력 다소 평면 서사 불구 한국 문화 충실하다 구현 수준 음악 완성 두루 어반 판타지
그림체 진짜 기괴하고 캐릭터들도 못생김,그림 기괴하다 캐릭터
선배가 나락갔는데 남산 쇼케이스?,선배 나락 남산 쇼케이스
누가 이런 깜찍한 혼종을 만들어냈단 말인가!!!,누가 깜찍하다 혼종
뇌절도 이렇게 하면 예술인거지,절도 예술인 거지
무난하게 볼만하지 않을까 싶었는데 생각보다 잘 만들었다.,무난 만하
"나 어릴 적, 영구와 땡칠이가 좋았던 그런 느낌일까",영구 칠이
강력한 액션과 음악만으로도 단점이 무색해지는 마법 같은 순간.,강력하다 액션 음악 단점 무색 마법 순간
캐릭터랑 노래는 좋은데 이게 그렇게까지 열광받을 작품인가..,캐릭터 노래 열광
시대를 잘만난 기획과 창작,시대 잘만 기획 창작
서양애들이 일본풍의 애니나 영화를 알아서 만들어주는 게 어떤 느낌일까 궁금했는데,일본 애니 궁금하다
"한국적인 것을 제대로 알아야만 만들 수 있는 형형색색 콘서트에 열광, 또 열광!",한국 제대로 형형색색 콘서트 열광 열광
"‘에잉? 도대체 왜?’ … 보는지 알게 되었습니다. 쉽고, 빠른 이야기 전개, 명확한 캐릭터, 중독성있는 음악의 삼중주로 완성된 깔끔한 애니메이션입니다.",에잉 도대체 빠르다 이야기 전개 명확하다 캐릭터 중독 음악 삼중주 완성 깔끔하다 애니메이션
과하지 않고 특색을 매우 강조한 훌륭한 작품.,특색 매우 강조 훌륭하다
이게 바로 코리엔탈리즘이다!,바로 코리 리즘
"외관은 화려하지만, 어딘가 밋밋하다. 영화는 나름대로 케이팝 산업의 어두운 이면을 건드리려 노력한다. 하지만 영화 속 악령은 무엇의 은유인가? 영화는 케이팝의 완벽함을 강요하는 기획사와 사생활이 소멸된 아이돌의 삶, 팬덤의 지나친 독성 등을 연결시키려는 시도를 하지만, 이 연결은 피상적이고 불완전하다. 결국 외부에서 온 악령이라는 존재로 치환되면서 구조적 문제가 개인의 악으로 환원된다. 케이팝이라는 소재와 악마 사냥이라는 장르의 결합이 서사적 필연성을 갖지 못한다. 화려한 껍데기와 평면적인 캐릭터, 그리고 빈약한 알맹이가 모인 작품에 불과하다.",외관 화려하다 어딘가 밋밋하다 나름 산업 두운 이면 노력 악령 무엇 은유 완벽하다 강요 기획사 사생활 소멸 아이돌 팬덤 독성 연결 시도 연결 피상 불완전하다 외부 악령 존재 치환 구조 문제 개인 환원 소재 악마 사냥 장르 결합 사적 필연 화려하다 껍데기 평면 캐릭터 빈약하다 알맹이 불과하다
"눈과 귀과 즐거운 비주얼과 아이디어로 밀고 나가는 힘은 탁월한데, 상투적이고 급한 전개는 설득력을 완전히 잃는다.",즐겁다 비주 아이디어 밀고 탁월하다 상투 급하다 전개 설득 완전하다
"등잔 밑이 어둡다더니. 밖으로만 눈을 돌리던 우리네 사람들의 ‘속사정’을, 아름다운 불빛으로 환히 비쳐주어 감사할 따름.",등잔 어둡다 우리네 사람 속사정 아름답다 불빛 환하다 따름
아니 뭐 다 좋은데 루미의 그건 결점이라고 뭉뚱그리면 안되는거 아닌가,루미 결점 뭉뚱그리 안되다
[25.06.20. 공개 / 넷플릭스],공개 넷플릭스
웅장하다가도 오글거려. 근데 결국은 좋아.,웅장
실화냐... 세상이 날 상대로 몰카하는 것 같음,실화 세상 상대로 몰카
해외가서 먹는 한식이 더 맛있다더니…,해외 한식 맛있다
세라핀 하러 가야겠다...,라핀
요소요소마다 놀라운 포인트가 한두개가 아님. 그저 놀라며 감상했다.,요소 놀랍다 포인트 감상
이거 한국인 조롱할려고 만든거같은데,한국인 조롱
한국인으로서 즐길만한 요소가 여기저기에,한국인 요소 여기저기
미국에서 말아주는 케이팝히어로 국밥이오? 존맛탱입니다. 사자보이즈.. 내 죄까지 사랑해준다는데 나는 이미 당신들의 포로입니다 사랑하자마자 가는군여 진우😢,미국 히어로 국밥 이오 존맛 사자 보이즈 사랑 당신 포로 사랑 자마자 진우
아이돌 줄 노래 여기로 다 간 듯 노래 개좋다,아이돌 노래 여기 노래
"한국 민중 정서에서 초자연적 존재들은 두려움의 대상임과 동시에 인간적 결함도 가지고 있고, 그래서 으레 '생긴건 무섭지만 하는 짓은 어리숙하게' 표현되곤 한다. (개인적으론 이러한 친숙함을 유발하는 해학적 정서가, 인간적 교감을 통한 갈등 해소를 좋아하는 한국적 이야기의 근저에 깔려 있다고도 생각한다.)",한국 민중 정서 초자연적 존재 두려움 상임 동시 인간 결함 가지 으레 무섭다 어리숙하다 표현 개인 이러하다 친숙하다 유발 해학 정서 인간 교감 통한 갈등 해소 좋아하다 한국 이야기
국정티비에서 채널조정시간마다 틀어줘도 된다고 생각합니다.,국정 티비 채널 정시
한국산 식재료로 미국의 유명한 셰프가 만든 얼큰한 국밥의 맛.,국산 재료 미국 유명하다 셰프 얼큰하다 국밥
투디판과 돌판의 대통합 + 한국적 요소로 머글까지 유입시키기...! 게다가 노래 퀄이 미친듯이 좋다. 후속작을 기다리지 않을 수가 없음.,투디판 돌판 통합 한국 요소 머글 유입 게다가 노래 미치다 후속작 수가
K-POP이라는 신선한 소재를 애니메이션에 잘 융합시켰다는 점에서 별점 반개 더 추가함 (ost도 좋고),신선하다 소재 애니메이션 융합 반개 추가
어떻게 메가히트할 수 있었지?,히트
케이팝의 대유쾌 소다팝,유쾌
한국적인 디테일을 가져와 만든 외국 작품(심지어 소니가!!)중에 처음으로 불편하거나 어색한 곳이 한 군데도 없었다. 이런 영화를 살면서 보게 될 줄이야 뿌듯해 죽겠네 ㅎㅎㅎ,한국 디테일 외국 심지어 소니 처음 불편하다 어색하다 군데 뿌듯하다 죽겠네
아이돌 문화나 한국 음식 등 고증이 대박이다. 무대할 때 카메라 무빙이 진짜 뮤직뱅크 같아서 신기했다.,아이돌 문화 한국 음식 고증 대박 무대 카메라 무빙 뮤직뱅크 신기하다
"사실상 팬들에게서 완벽한 존재로 동경 받는 아이돌을 소재로 하여, 그들이 스스로의 불완전함을 받아들이는 과정을 익숙한 성장 영화의 흐름으로 쉽고 스피디하게 담아냈다. 다만 그 안에서 너무 직접적으로 제시되거나 유치하게 느껴지는 묘사들이 다소 있었다. 음악에 맞춘 퍼포먼스가 흐름에 완전히 매끄럽게 녹아들었다 생각되지 않기도 한다. 그렇지만 케이팝을 소재로 한 영화답게, 한국 문화에 대한 꽤 철저한 고증들이 즐겁게 느껴지기도 한다.",사실 완벽하다 존재 동경 아이돌 소재 스스로 불완전하다 과정 익숙하다 성장 흐름 피디 다만 직접 제시 유치하다 묘사 다소 음악 퍼포먼스 흐름 완전하다 매끄럽다 소재 화답 한국 문화 대한 철저하다 고증 즐겁다 기도
감독이 미국이민자라는 걸 들었을때 어떤면에서 성장기의 혼란을 의미하진 않았을까 생각해본다.,미국 이민자 성장기 혼란 의미
굉장히 맛있는 김피탕을 먹는 느낌.,굉장하다 맛있다 김피탕
이렐리아..럭스..징크스...,이렐리아 럭스 징크스
케이팝 겨울왕국+케이팝 8마일? 디즈니처럼 교조적 메세지 보단 순수한 재미가 무엇인지 소니가 보여주는듯.,겨울왕국 마일 디즈니 교조 메세지 순수하다 재미 무엇 소니
가장 특출난 장점은 바로 K-POP스럽다는 것.,가장 특출나다 장점 바로 스럽다
애니메이션 특유의 해방감을 능숙하게 갖고 논다,애니메이션 특유 해방 능숙하다
(*소니픽쳐스는 미국회사라네 ㅎㅎ),픽쳐스 미국 회사
유치하면 어때  뿌듯하고 즐거운데,유치하다 뿌듯하다 즐겁다
"- 일월오봉도를 콘서트 배경으로 쓰는 게 보기에 멋있긴 한데 그 용도에 안 맞지 않나 싶다가도, 일찌기 흑길동이 옳다고 주장했으니 이것도 받아들여야 한다.",일월오봉도 콘서트 배경 보기 멋있다 용도 길동 옳다 주장
독특한 소재를 예리한 관점으로 살피며 이를 다양한 톤의 강점으로 풀어낸다.,독특하다 소재 예리하다 관점 살피 다양하다 강점
아.. 엘산나... 더빙으로 다시 봐야지(๑˃̶͈̀∇˂̶͈́)و⁾⁾˚*,산나 더빙 다시
그나저나 사자보이즈는 어떻게 됐나요..,사자 보이즈
노래가 다했다.,노래
노래의 멜로디나 구성 뿐만 아니라 가사 하나하나가 영화의 전체 이야기를 관통하는게 기가막힌다,노래 멜로디 구성 가사 하나 하나 전체 이야기 관통
"대중을 홀려야 하는 것도 맞고 에너지를 빨아먹기도, 영혼을 심어주기도 하는 존재가 아이돌이니까! 그 본질을 정확하게 이해하고 정수를 담아 깔끔하게 잘 만든 K 애니메이션.",대중 홀려 에너지 먹기 영혼 주기도 존재 아이돌 본질 정확하다 이해 정수 깔끔하다 애니메이션
한국에 대한 고증을 취하고 아이돌 고증은 개나 줘버린.,한국 대한 고증 취하 아이돌 고증
"뭔가 이렇게만 보면 코스모폴리나티니즘이랑 연관있어보이지만, 마냥 세계화 속 한국의 이미지를 보여주는 것이 아닌, '진짜 한국적인 것'을 담으려는 노력이 보여서 좋았다.",뭔가 코스모 폴리 나티 연관 보이 마냥 세계 한국 이미지 한국 노력
제목만 보고 섣불리 작품을 판단하지 말 것.,제목 보고 섣불리 판단
넷플릭스산 김피탕의 익숙하면서도 참신한 맛이 솔솔.,넷플릭스 김피탕 익숙하다 참신하다 솔솔
내가 잘 견디지 못하는 유형의 유치함에는.. 1점 정도라서,유형 유치하다 정도
"모든 것이 익숙하지만 새로운 감각, 노래들도 어떻게 이렇게 좋게 뽑았지.",모든 익숙하다 새롭다 감각 노래
케이팝처럼 수려하게 잘 뽑힌 케이팝 무비,수려 무비
미국에서 작정하고 말아주고 빨아주는 한국문화?,미국 작정 한국 문화
디테일적인 부분이 아주 훌륭한 kpop 뮤지컬 애니메이션. 음악과 노래도 매우 훌륭. 동적인 액션 묘사 부분만 약간의 아쉬움이 있음(달리기 포즈 같은거).,디테 부분 아주 훌륭하다 뮤지컬 애니메이션 음악 노래 매우 훌륭 액션 묘사 부분 약간 아쉬움 달리기 포즈
"화려한 기술과 K POP의 시너지가 만나, 눈과 귀 모두 사로잡는 황홀한 콘서트로",화려하다 기술 시너지 모두 황홀하다 콘서트
"한국 케이팝 문화가 완벽히 녹아들어간, 이런 유치함과 뇌절이라면 맛있게 먹겠습니다",한국 문화 완벽하다 유치하다 뇌절 라면 맛있다
기획 아이디어 좋고,기획 아이디어
한국 문화에 대한 높은 이해도를 바탕으로 기획해낸 특별한 프로젝트.,한국 문화 대한 높다 이해도 바탕 기획 특별하다 프로젝트
나도 모르게 노래를 흥얼거리게되네 말리들 소다퍕~,노래 말리 소다퍕
진우야 호냥이랑 까치 보러 다시 와줄 거지,진우 호냥 까치 다시 거지
"나에게 다 남아서 언젠가 빛을 내줄거니까, 마치 이 영화처럼",남아 마치
힘을 줄 곳에만 줄줄 아는 케이팝 디테일의 화신,줄줄 디테일 화신
2◆ K컬쳐를 진하게 품은 내용물과 영미권 바이브가 섞여서 상당히 아리송한 풍미를 낸다. 이에 더하여 아이돌 문화 및 외국인의 눈으로 본 한국이라는 낯선 렌즈까지 아울러 내게는 상당히 참신했다. 허나 참신토록 당황스러운 요소요소가 끝내 작품 내적으로 개화하여 신선한 쾌감으로 전환되지는 못 했다.,컬쳐 진하다 내용물 영미권 바이브 상당하다 아리송하다 밉다 더하다 아이돌 문화 외국인 한국 낯선 렌즈 상당하다 참신하다 참신 당황 요소 끝내 내적 개화 신선하다 쾌감 전환
세계로 울려 퍼지는 K-장녀들의 anthem.,세계 장녀
자본이 낋여준 한국의 맛은 무척이나 좋구나 얼쑤~~,자본 여준 한국 무척
"10. ""진우"". 목소리를 가진 400년차 저승사자. 가난한 비파 연주자였다가 귀마와 계약해 엄마와 동생을 버리고 호의호식, 이후 귀마의 노예로 전락. 과오에 대한 기억을 지워달라고 충성. 보이그룹 ""사자보이즈""로 헌트릭스 팬 빼앗아 혼문 약해지게 함 ㅋㅋ 근육 ""애비"", 꼬마 음침 래퍼 ""미스터리"", 핑크 귀공자 ""로맨스"", 꼬마 ""베이비""",진우 목소리 년차 저승사자 가난하다 비파 연주자 계약 엄마 동생 호의호식 이후 노예 전락 과오 대한 기억 달라 충성 보이 그룹 사자 보이즈 트릭 혼문 근육 애비 꼬마 음침 래퍼 미스터리 핑크 공자 로맨스 꼬마 베이비
"케이팝의 첫인상은 당혹스러울지 모르나, 휘황찬란 구원 서사에 어느새 어깨를 들썩이고야 만다.",첫인상 당혹스럽다 휘황 찬란 구원 서사 어느새다 어깨
헤드셋 착용하고 시청할 것 👍,헤드셋 착용 시청
이 정도는 되어야 당당하게 K를 붙일 수 있다.,정도 당당하다
"예상 외로 한국문화 깨알같이 표현하려고 노력한 면이 보이고, 노래들 다 좋고 특히 사자보이즈.. 이것이 저승사자 바이브? Your Idol 무대에서 간지가 내 취향이네ㅋㅋㅋ 이렇게 활동해주라. 안효섭은 목소리도 멋졌구나. kpop을 소재로 영화까지 만들어지다니 자랑스럽다",예상 외로 한국 문화 깨알 표현 노력 보이 노래 사자 보이즈 저승사자 바이브 무대 간지 취향 활동 안효섭 목소리 멋지다 소재 자랑스럽다
"한국 소재로 본격적인 영상화 작품이 만들어지는 것이 처음이다보니, 한국계 스탭과 출연진들이 미친듯이 디테일 위에 디테일을 덧입혔다.",한국 소재 본격 영상 처음 한국 스탭 출연 미치다 디테일 디테일
약점인 애니메이션도 결국 문화로 기세로,약점 애니메이션 문화 기세
- 제목에선 상상할 수도 없을 정도로 알찬 컨텐츠. 관객이 무엇을 좋아하는지 안다.,제목 상상 수도 정도 알차다 컨텐츠 무엇 좋아하다
모든 장르 덕후들 대통합의 장,모든 장르 덕후 통합
유치하고 오글거릴 것 같아서 계속 눈에 띄는 거 모른 척하다가 그래도 궁금하긴 하니까 봤는데 취. 향. 저. 격,유치하다 계속 궁금하다
진부할 수 있는 스토리를 눈과 귀를 사로잡는 영상미와 콘셉트로 생명력 부여,진부하다 스토리 상미 콘셉트 생명력 부여
늙은이는 솔직히 재미있는지 모르겠습니다,늙은이 솔직하다 재미있다
욜마소다팝 말리루소다팝,마소 말리 루소
단점보다 장점이 훨씬 많이 보입니다. 귀도 즐겁고요. 다만 아이돌 문화를 즐기지 않는 사람들은 좀 힘든 부분이 있습니다.,단점 장점 즐겁다 다만 아이돌 문화 사람 힘드다 부분
귀마가 제일 악역인데 그냥 불?타오르는 것으로만 연출한 것에는 의도가 있는것일까? 좀 싱겁게 퇴장한듯한 느낌도 있지만 루미+진우가 합쳐져 + 친구들과의 우정 회복 + 관객들의 애정과 호응이 더해져서 물리친거니까,마가 제일 악역 연출 의도 싱겁다 퇴장 루미 진우 친구 우정 회복 애정 호응 더하다 물리
아트박스풍 편지지까지 너무 한국임;,아트 박스 편지지 한국
나 본진 콘서트 가려면 미리 가사 외우고 응원법 외워야 하는데 사자오빠들이 더 땡기네ㅠ,본진 콘서트 미리 가사 응원 사자
엥 샤ㅇ 나만 또 대중취향 공감못하네 이게 재밌다고?,대중 취향 공감 재밌다
마 ! 이게 바로 K떼창이다!,바로 떼창
궁수캐 없어서 불합격 드립니다,궁수 불합격
생각보다 설정과 아트 디테일이 훨씬 좋아서 한국에서도 과연 이 정도를 만들 수 있을까 싶다.,설정 아트 디테 일이 한국 과연 정도
